,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
248,CpaEphantus,"#Preacher, #Husband, #Father, #Charity,  #Business, #Accounts-Finance & Taxation.","Nairobi, Kenya",240,9,143,0,"We MUST Stop smoking in Kenya due to the health issues, negative social&amp;economic impact associated with smoking cig… https://t.co/c714y9xmw9",[]
249,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"Quit Smoking And Be Happy: Finding Freedom, Health, and Joy Without Cigarettes - Available Now in Print and Ebook f… https://t.co/LI4k8pjKjr",[]
250,FeelHypnosis,"Turan Mirza, hypnotist, helping people overcome anxiety, stress , and many other issues by improving your mindset with hypnosis. For more info see website.",Northern Ireland,402,846,6091,1,"Delighted to say a client handed these over to me, saying she did not need them any more. Thanks to #hpynosis she w… https://t.co/ISfCaUlJFy",['hpynosis']
251,CpaEphantus,"#Preacher, #Husband, #Father, #Charity,  #Business, #Accounts-Finance & Taxation.","Nairobi, Kenya",240,9,143,0,"@MutahiNgunyi @kipmurkomen Prof. It's unfortunate to have this from you
We should Ban smoking even smoking cigarett… https://t.co/lovti1kNYw",[]
252,Cskoyles,Solution-Focused Hypnotherapist. | Author of Quit Smoking & Be Happy | Level 4 Counselling student | Talk about quitting smoking on YouTube,England,68,1198,12667,1,"Quit Smoking And Be Happy: Finding Freedom, Health, and Joy Without Cigarettes - Available Now in Print and Ebook f… https://t.co/LI4k8pjKjr",[]
253,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"🚀 The Polaris is the ideal kit to pair with the new Diavlo flavours. 

This is a cloud combo made in heaven.

⭐ Cli… https://t.co/Ayrs4hZqjd",[]
254,HypnosisIron,"Iron Mind Hypnosis is a Self-control Hypnosis Company in Seattle, WA 98168","Seattle, WA",3,6,54,0,Did you know that Iron Mind Hypnosis offers  Stop Smoking Hypnosis services in the Seattle area? For more informati… https://t.co/b1PyqgdCmn,[]
255,Anna_Saul1,I try and work with the positives,Norfolk UK,190,209,22805,0,"🚀 The Polaris is the ideal kit to pair with the new Diavlo flavours. 

This is a cloud combo made in heaven.

⭐ Cli… https://t.co/Ayrs4hZqjd",[]
256,TotallyWickedUK,Suppliers of premium #vape e-cigarettes and #vaping e-liquid made in England. A wide range of choice and support for new and experienced #vapers.,"Blackburn, England.",246,15975,21086,2,"🚀 The Polaris is the ideal kit to pair with the new Diavlo flavours. 

This is a cloud combo made in heaven.

⭐ Cli… https://t.co/Ayrs4hZqjd",[]
257,AdvancedICare,Focused on preventing eye diseases through healthy living.,"Homewood, AL",59,67,1010,0,"Kick the habit . Protect your eyes. Prevent diabetes.
#stopsmoking #diabetesawareness #eyecare https://t.co/M9zC0cU3F7","['stopsmoking', 'diabetesawareness', 'eyecare']"
258,mark_osifo,"die hard MILANISTA,everything red&black.But still likes having loads of fun so press follow...",Life!!!,607,325,68818,0,#quit #smoking #salt #salty #quitsmoking #stopsmoking #smoke #eat #please https://t.co/UCRI3GG4L8,"['quit', 'smoking', 'salt', 'salty', 'quitsmoking', 'stopsmoking', 'smoke', 'eat', 'please']"
259,crazyleowilliam,#Atheist. #Atheism. #Humanist. #LaVeyanSatanist. Cat Lover. Pc Gamer. #Infj. #Hsp. #Leo. #Depression. #Socialanxiety. #Anxiety. #Ptsd. #Greenparty. #BLM,"Santa Rosa, CA",3471,1600,14880,1,#quit #smoking #salt #salty #quitsmoking #stopsmoking #smoke #eat #please https://t.co/UCRI3GG4L8,"['quit', 'smoking', 'salt', 'salty', 'quitsmoking', 'stopsmoking', 'smoke', 'eat', 'please']"
260,paulswaby,"Tries to keep fit, Spurs fan, #COYS, loves all good, loud and heavy/prog #Rock #Blues","Reading, England",4958,3140,9212,0,#nonsmoker #smoker #smoking #stopsmoking #please https://t.co/4ZT8MT386K,"['nonsmoker', 'smoker', 'smoking', 'stopsmoking', 'please']"
261,crazyleowilliam,#Atheist. #Atheism. #Humanist. #LaVeyanSatanist. Cat Lover. Pc Gamer. #Infj. #Hsp. #Leo. #Depression. #Socialanxiety. #Anxiety. #Ptsd. #Greenparty. #BLM,"Santa Rosa, CA",3471,1600,14880,1,#nonsmoker #smoker #smoking #stopsmoking #please https://t.co/4ZT8MT386K,"['nonsmoker', 'smoker', 'smoking', 'stopsmoking', 'please']"
262,Kali_Marcum,Let's check out what's HOT on eBay this week!,Internet Mall,1818,1672,13710,0,"Rugby Nicotine Transdermal System Patch Steps 1, 2 &amp; 3 Read Description | eBay #rugby #Nicotine #TransdermalSystem… https://t.co/EtwxbJ1q2H","['rugby', 'Nicotine', 'TransdermalSystem']"
263,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"""Thousands of people stop smoking a day by dying from it.""🚭Gecko&amp;Fly

#Wisdom #LifeLessons #InspirationalQuotes… https://t.co/vfeGQVUJ3U","['Wisdom', 'LifeLessons', 'InspirationalQuotes']"
264,Ajunwastanley,A God lover and a sports enthusiast.,Nigeria,433,127,3457,0,@osayeyen @iamladefundz @djexpression_ Bomboclaat...! Oldie could have gotten a heart attack. #Stopsmoking,['Stopsmoking']
265,nneerajdj,"LIVE LIFE KING SIZE
HOUSE OF POSITIVE ENERGY","New Delhi, India",31,2046,151812,0,"""Thousands of people stop smoking a day by dying from it.""🚭Gecko&amp;Fly

#Wisdom #LifeLessons #InspirationalQuotes… https://t.co/vfeGQVUJ3U","['Wisdom', 'LifeLessons', 'InspirationalQuotes']"
266,So4real6,"HUMAN. 
One of a kind.
Old Soul.
Fluent in Frenglish.
Spread Love, Spread Kindness, Spread Wisdom.",On an overpopulated island.,138,256,5819,2,"""Thousands of people stop smoking a day by dying from it.""🚭Gecko&amp;Fly

#Wisdom #LifeLessons #InspirationalQuotes… https://t.co/vfeGQVUJ3U","['Wisdom', 'LifeLessons', 'InspirationalQuotes']"
267,quitnowbc,Helping British Columbians quit smoking and stay smoke free. Operated by @BCLungAssoc and funded by the BC Ministry of Health. RTs ≠ endorsements.,British Columbia,585,1114,2965,1,"As you prepare for quit day, think of what's motivating you to make this change. Identifying your reasons and writi… https://t.co/dlfiw8cVLU",[]
268,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"Good leaders bring social change through policy for the larger good of the nation.
Hope the whole world follows the… https://t.co/e0rgJPLBkK",[]
269,Salvo_Parisi,"MD MSc #PreventiveMedicine | Born #Sicily, raised #Erasmus, working #Italy | Medical Manager @SanofiIT | #Pistachio lover | Views my own",EU ,2020,1098,11132,0,Vietare il fumo ai nati dopo il 2004. Il nuovo approccio della #Ardern non è solo #proibizionismo... #stoptobacco… https://t.co/9n84uwgP8J,"['Ardern', 'proibizionismo', 'stoptobacco']"
270,AshutoshRajpura,"2017 AAP MLA Candidate from Rajpura Constituency Punjab

FB: http://facebook.com/AshutoshJoshiR…",,62,17,417,1,"Good leaders bring social change through policy for the larger good of the nation.
Hope the whole world follows the… https://t.co/e0rgJPLBkK",[]
271,Htevethia,"Hepatology ,fellow in advanced endoscopy @AIG Hyderabad ,cricket fan","Hyderabad, India",115,49,64,0,Stopping smoking! You can do to reduce the risk of developing bowel cancer in the general population. #StopSmoking… https://t.co/feeKGemZVS,['StopSmoking']
272,DavidRBradley,"10X Trainer&Coach: @GrantCardone, Host: Cardone Solutions Podcast, Founder: @RichMansGym, Author: How To #StopSmoking Without Killing Anyone, Pronoun: Maniac","Morro Bay, CA",2938,6335,81716,0,#StopSmoking cigarettes in 3 days! (No really... You can do this!) LEARN HOW https://t.co/FUvXjjm21z https://t.co/KVptMlntJm,['StopSmoking']
273,ClickPharmacy1,Click Pharmacy is a registered #pharmacy providing an easy way to order medicine online.,"London, England",65,31,198,0,"👉Quitting is hard but it’s not impossible!
🚬It may take you several attempts to permanently quit smoking. 

✔It’s w… https://t.co/PurE4ne7gd",[]
274,cooperhoward,The UK’s Leading Rapid change consultant & anxiety specialist invites can help you make changes.,"London, England",1808,870,667,0,Something troubling you? Struggling with something that you wish you could change? Perhaps I could help? Get in tou… https://t.co/PtfvlNEsy6,[]
275,swbhmidesign,,,12,2,3,0,"Hello world, popping in to say hi and introduce ourselves; Medical Illustration Design &amp; Print at @swbhnhs Our… https://t.co/Wx5uK2eUJl",[]
276,QuitMidWest,"Free HSE Stop Smoking Support Service for people living in the Mid West (Clare, Limerick & North Tipperary) Call 065 6865841 to speak to one of the team today!",Mid West Region CHO3,74,41,75,0,"Whatever your reasons for quitting are, Quit Mid West will be there to #support you on your #stopsmoking journey

C… https://t.co/hekWIxBvDe","['support', 'stopsmoking']"
277,SocialDesignCr1,"We Help People & Organisations become badass!! ✰ http://bysocialdesign.co.uk ✰

Get FREE Access to our Online Networking Events 👇👇", 👉👉,1,1449,45391,0,Thanks @healthyclare for helping people across #Clare learn about the Quit Mid West #StopSmoking service. We are lo… https://t.co/5a5QEL4rWy,"['Clare', 'StopSmoking']"
278,QuitMidWest,"Free HSE Stop Smoking Support Service for people living in the Mid West (Clare, Limerick & North Tipperary) Call 065 6865841 to speak to one of the team today!",Mid West Region CHO3,74,41,75,2,Thanks @healthyclare for helping people across #Clare learn about the Quit Mid West #StopSmoking service. We are lo… https://t.co/5a5QEL4rWy,"['Clare', 'StopSmoking']"
279,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"Voy un poco tarde pero el 15.04.2021 
Día 365 sin fumar ⛔️🤚🏼🚭 #sísepuede #QuitSmoking #everydaycounts #youcan… https://t.co/jJA5UvFw3W","['sísepuede', 'QuitSmoking', 'everydaycounts', 'youcan']"
280,didimex1111,~Repostera~👩🏼‍🍳 #cuarentañera #peanutbutterlover🤎🥜#coffeeaddicted ☕️ #baker🎂 #repostería #marketing #artesgráficas #pilates Tuiteo #series #tv #yomevacuno,Islas Canarias-México-Polonia,655,590,27631,1,"Voy un poco tarde pero el 15.04.2021 
Día 365 sin fumar ⛔️🤚🏼🚭 #sísepuede #QuitSmoking #everydaycounts #youcan… https://t.co/jJA5UvFw3W","['sísepuede', 'QuitSmoking', 'everydaycounts', 'youcan']"
281,GeorgeWKiwanuka,Lawyer | Civilian | Occasional Blogger | Logophile | Associate @Bytelex Advocates | Founder @story_mic Kampala I Part of the Team  @BNPoetryAward,"Kampala, Uganda",593,1163,7262,0,"Smoking is the leading cause of preventable death. It  also increases risk for tuberculosis, certain eye diseases,… https://t.co/kYg2EmrdKF",[]
282,GeorgeWKiwanuka,Lawyer | Civilian | Occasional Blogger | Logophile | Associate @Bytelex Advocates | Founder @story_mic Kampala I Part of the Team  @BNPoetryAward,"Kampala, Uganda",593,1163,7262,0,"Smoking causes cancer, heart disease, stroke, lung disease, chronic obstructive pulmonary disease (COPD), which inc… https://t.co/rfmplZF0eG",[]
283,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,Ready to stop smoking? Deal with why you smoke to stop long term. Online or in person in Ipswich Suffolk.… https://t.co/N2GdWLujvw,[]
284,grammyhowes,Hypnotherapist & NLP - Hypnotherapy in Ipswich. Actor writer teacher director - co-wrote COME DANCE WITH ME which tours September October 2019,Ipswich Suffolk IP4 2PH,610,582,29513,1,Ready to stop smoking? Deal with why you smoke to stop long term. Online or in person in Ipswich Suffolk.… https://t.co/N2GdWLujvw,[]
285,DrRupaBanerjee1,Senior consultant gastroenterologist in the Department of Gastroenterology and the Director of the Inflammatory Bowel Diseases (IBD) at AIG Hospitals,Hyderabad,77,30,39,0,Stopping smoking! You can do to reduce the risk of developing bowel cancer in the general population. #StopSmoking… https://t.co/feeKGemZVS,['StopSmoking']
286,ibd_enc,Official Account of the Inflammatory Bowel Disease- Emerging Nations Consortium (IBD-ENC),Hyderabed,76,48,68,3,Stopping smoking! You can do to reduce the risk of developing bowel cancer in the general population. #StopSmoking… https://t.co/feeKGemZVS,['StopSmoking']
287,Alexandria_SZ,@NYTimesBooks Top 100 Books Of Year @UofR KafkaPrize @UofCincy EllistonPoetryPrize. #Migraine writer @TheMightySite etc. CoHost #SexAbuseChat #BookMarketingChat,#MeToo #BelieveSurvivors,25897,28060,207282,0,"'If you are a man, who likes to have a smoke after sex, beware! - impotence is a common side effect of smoking ciga… https://t.co/5CVIjwvCZK",[]
288,urohash,"Consultant Urological Surgeon, Honorary Professor of Urology & Director of the Urodynamics Unit at the world-renowned Bristol Urological Institute","Bristol, England",346,1948,1886,0,Time to break bad habits! Stop smoking 🚬☠️ #رمضان #رمضان_كريم #رمضان_يجمعنا #لندن #صحة #فطور #سحور #ramadan #health… https://t.co/rBR5DXSAKl,"['رمضان', 'رمضان_كريم', 'رمضان_يجمعنا', 'لندن', 'صحة', 'فطور', 'سحور', 'ramadan', 'health']"
289,DavidRBradley,"10X Trainer&Coach: @GrantCardone, Host: Cardone Solutions Podcast, Founder: @RichMansGym, Author: How To #StopSmoking Without Killing Anyone, Pronoun: Maniac","Morro Bay, CA",2938,6335,81716,0,#StopSmoking #Cigarettes when you're sick and tired of being sick and tired &gt;&gt;&gt; https://t.co/wfYvnDsajW,"['StopSmoking', 'Cigarettes']"
290,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,Did you know that the #1 thing you can do to lower your risk of #PancreaticCancer is to #StopSmoking? Smokers are 2… https://t.co/M8ry7WrOD2,"['PancreaticCancer', 'StopSmoking']"
291,FrederickHealth,"With over 22 locations and a network of specialty providers, Frederick Health is creating a simply better healthcare experience for our community.","Frederick, Maryland",1050,3390,10349,1,Did you know that the #1 thing you can do to lower your risk of #PancreaticCancer is to #StopSmoking? Smokers are 2… https://t.co/M8ry7WrOD2,"['PancreaticCancer', 'StopSmoking']"
292,Cskoyles,Solution-Focused Hypnotherapist. | Author of Quit Smoking & Be Happy | Level 4 Counselling student | Talk about quitting smoking on YouTube,England,68,1198,12667,0,"Quitting Smoking: When Does Being a Non-Smoker Become Normal?

https://t.co/A4sxfXQ6mm

#StopSmoking #QuitSmokingAndBeHappy","['StopSmoking', 'QuitSmokingAndBeHappy']"
293,DrMahaHashim,"Dentist based in London, UK. Aiming to spread smiles near and far. Loves ✈️🍭🍓🎂🦷🎼🏞💍👑 IG account: @drmaha_hashim",London,46,151,271,1,Time to break bad habits! Stop smoking 🚬☠️ #رمضان #رمضان_كريم #رمضان_يجمعنا #لندن #صحة #فطور #سحور #ramadan #health… https://t.co/rBR5DXSAKl,"['رمضان', 'رمضان_كريم', 'رمضان_يجمعنا', 'لندن', 'صحة', 'فطور', 'سحور', 'ramadan', 'health']"
294,BCHealthEquity,A Bucks County Partnership aimed at promoting and improving health and addressing inequities in our community,"Bucks County, PA",483,149,762,0,It's not too late to sign up for BCHIP's free Stop Smoking program! Upcoming sessions starting as soon as April 12t… https://t.co/qhK7Lv0e4F,[]
295,wilsonsvapes,"Authorised distributor of all UK vapour brands products the sole authorised UK distributor of official TECC, Joyetech, Wismec and Eleaf products.","Pilley, England",405,201,1523,0,"https://t.co/aF3Krteq2k
@EleafUK 🟫 Eleaf iStick T80 x S80 🟫

💬 Smart Mode 🔛 // High Performance 🆙

#eleafiStickS80… https://t.co/hY2Z2fsSEE",['eleafiStickS80']
296,MondayBlogs,"Share posts, RT others! Hashtag est. & registered by #bestselling author @RachelintheOC. RULES: Mon only, NO BOOK PROMO, NO porn. We reserve the right to NOT RT",Share blogs on Mondays. Easy! ,5205,16156,277413,0,"'If you are a man, who likes to have a smoke after sex, beware! - impotence is a common side effect of smoking ciga… https://t.co/5CVIjwvCZK",[]
297,Anna_Saul1,I try and work with the positives,Norfolk UK,190,209,22805,0,"❤️             
Titan   

👉 What's your favourite flavour from the range?

⭐ Click Link In The Bio ⭐… https://t.co/dkh52DNvaD",['TotallyWicked']
298,TotallyWickedUK,Suppliers of premium #vape e-cigarettes and #vaping e-liquid made in England. A wide range of choice and support for new and experienced #vapers.,"Blackburn, England.",246,15975,21086,1,"❤️             
Titan   

👉 What's your favourite flavour from the range?

⭐ Click Link In The Bio ⭐… https://t.co/dkh52DNvaD",[]
299,warnetony,"#Professor Emeritus #MentalHealth #Care, Doctor of #Philosophy, #Nurse, Passionate about #chickens #walking. #Blogger #HE","Fylde Coast, England",3253,6203,83005,2,"'If you are a man, who likes to have a smoke after sex, beware! - impotence is a common side effect of smoking ciga… https://t.co/5CVIjwvCZK",[]
300,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"🚨 Managers Special - This Week Only
🚀 Wismec P100 🔞 18+ 
Now £43.99 - RRP £49.99
 #TotallyWicked #Vape #Vaping… https://t.co/AYpNg6xLMh","['TotallyWicked', 'Vape', 'Vaping', 'Vapelife']"
301,JensonEcig,"E-VOlve with #JensonEcig. Premium e-liquid, vape devices and accessories. Available in over 800 stockists & online.
Push the Button, Make the Switch","London, United Kingdom",1538,1711,1007,0,"Our E-Vo range is bold yet simplistic. Which one are you? #JensonECig #Vaping #StopSmoking

https://t.co/Xut5lDe5g2 https://t.co/9avlv2MJTb","['JensonECig', 'Vaping', 'StopSmoking']"
302,NULVape_TW,"Totally Wicked - NULVape Ltd  Over 7 years experience in the market and the largest UK manufacturer and supplier of E-Cigs Inc. E-liquids in the UK.","Newcastle-under-Lyme, England",2,7,47,1,"🚨 Managers Special - This Week Only
🚀 Wismec P100 🔞 18+ 
Now £43.99 - RRP £49.99
 #TotallyWicked #Vape #Vaping… https://t.co/AYpNg6xLMh","['TotallyWicked', 'Vape', 'Vaping']"
303,aruna14520373,We're devoted to being your for health guidance. Come to us for your health,"Hyderabad, India",65,38,230,0,"https://t.co/0yG3WtoT7n
#skin #skincare #skincaretips #beauty #skincaretips  
#contolstress #sleep #drinkwater… https://t.co/aKS3bIwe9C","['skin', 'skincare', 'skincaretips', 'beauty', 'skincaretips', 'contolstress', 'sleep', 'drinkwater']"
304,SmokingHazards,It's time to stop smoking,,4953,739,7448,0,"The best way to #stopsmoking is to just stop - no ifs, ands or butts.",['stopsmoking']
305,QuitWithBella,"Bella is your personal stop smoking robo-coach, there for you 24/7, whenever you need support to become smokefree",,52,130,1552,0,"How does smoking affect hearing?

Compared to nonsmokers, smokers have a 70% greater chance of developing hearing l… https://t.co/dATlueE5am",[]
306,ecigitesztek,"Active vaper who loves mods, RDAs and big clouds. Staring at muscle cars in his freetime and tries to satisfy his endless gadget obsession.","Budapest, Magyarország",97,2884,271918,0,"🚨 NEW KIT ALERT - ⭐ Managers Special - This Week Only 🚀 Wismec Polaris 🔞 18+ 
Now £42.00 - RRP £49.99… https://t.co/DXCTJDEUxZ","['TotallyWicked', 'Vape']"
307,breathestpsmoke,,camden,358,277,2306,0,"#MondayMotivation 
Stopping smoking helps to protect your loved ones, especially children, from exposure to second… https://t.co/hAfLJwo5Ch",['MondayMotivation']
308,Anna_Saul1,I try and work with the positives,Norfolk UK,190,209,22805,0,"🚨 NEW KIT ALERT

🚀 Eleaf iSOLO R
@Eleafuk @eleafglobal

Air Flow Control // Bottom Fill System

🚀 Click The Link In… https://t.co/G2D4YuCZuX",[]
309,pratyushraj23,"2020 - EMEA Code for Good Winner @jpmorgan, Co Founder at CodxCrypt, Mentor at GSSoC'21, Project Maintainer at DWoC, Opensource Contributor",India,569,369,11712,0,"When I watch someone smoke a cigarette in a movie or tv show, it’s like watching a junkie shoot up. It’s repulsive… https://t.co/lskhPo6SWy",[]
310,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"🚨 NEW KIT ALERT - ⭐ Managers Special - This Week Only 🚀 Wismec Polaris 🔞 18+ 
Now £42.00 - RRP £49.99… https://t.co/DXCTJDEUxZ","['TotallyWicked', 'Vape']"
311,TotallyWickedUK,Suppliers of premium #vape e-cigarettes and #vaping e-liquid made in England. A wide range of choice and support for new and experienced #vapers.,"Blackburn, England.",246,15975,21086,1,"🚨 NEW KIT ALERT

🚀 Eleaf iSOLO R
@Eleafuk @eleafglobal

Air Flow Control // Bottom Fill System

🚀 Click The Link In… https://t.co/G2D4YuCZuX",[]
312,NULVape_TW,"Totally Wicked - NULVape Ltd  Over 7 years experience in the market and the largest UK manufacturer and supplier of E-Cigs Inc. E-liquids in the UK.","Newcastle-under-Lyme, England",2,7,47,2,"🚨 NEW KIT ALERT - ⭐ Managers Special - This Week Only 🚀 Wismec Polaris 🔞 18+ 
Now £42.00 - RRP £49.99… https://t.co/DXCTJDEUxZ",[]
313,RealTradingLTD,"- Vaping Category Specialist
- Supplying the best lines from many multiple brands all from one place
- Working with stores to create a Vape destination point","Birmingham, England",678,508,730,0,"""Health is the ultimate wealth.""

Keep your vascular health strong by #MakingTheSwitch! 

#StopSmoking #VApril… https://t.co/E59aNKxVOZ","['MakingTheSwitch', 'StopSmoking', 'VApril']"
314,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"With 2baconil therapy, you will be the hero against your smoking addiction. #ItsTimeToWin against your cravings tod… https://t.co/PcY9NBCYGu",['ItsTimeToWin']
315,2baconil,"2baconil is India's first 24 hour Nicotine Transdermal Patch, which serves as an aid to Quit Smoking / Chewing Tobacco.",India,432,1124,5344,1,"With 2baconil therapy, you will be the hero against your smoking addiction. #ItsTimeToWin against your cravings tod… https://t.co/PcY9NBCYGu",['ItsTimeToWin']
316,ankurahospitals,"We are a super-specialty hospital chain providing a complete healthcare experience for woman & child across Hyderabad, Tirupati & Khammam","Hyderabad, Andhra Pradesh",41,358,1672,0,#detoxification #healthcare #healthyliver #worldhepatitisday #liverdetox #liverdisease #healthylife #stopsmoking… https://t.co/MH6rK3bKiC,"['detoxification', 'healthcare', 'healthyliver', 'worldhepatitisday', 'liverdetox', 'liverdisease', 'healthylife', 'stopsmoking']"
317,bigtreegaming34,Find me on Twitch and Facebook gaming @bigtree34,United Kingdom,19,15,91,0,"Time to get my life in order, tomorrow we start the road to stop smoking, get fit and healthy and generally live he… https://t.co/y1B6PsdjdZ",[]
318,curr946,,"Scotland, United Kingdom",140,1204,2978,0,#vapeapp #vaplatoon #krazies #krazeyvapes #fatmanreviews #fatman #fatmen #vapesafe #vapor #vaping #iluvvape… https://t.co/HZmwNT1zJK,"['vapeapp', 'vaplatoon', 'krazies', 'krazeyvapes', 'fatmanreviews', 'fatman', 'fatmen', 'vapesafe', 'vapor', 'vaping', 'iluvvape']"
319,_shriyanshu,https://www.kooapp.com/profile/shriyanshu,India,664,553,12929,0,"When I watch someone smoke a cigarette in a movie or tv show, it’s like watching a junkie shoot up. It’s repulsive… https://t.co/lskhPo6SWy",[]
320,Anna_Saul1,I try and work with the positives,Norfolk UK,190,209,22805,0,"❤️             
Red Label        

👉 What's your favourite flavour from the range?

⭐ Click Link In The Bio ⭐… https://t.co/hXsWA2jL4A",[]
321,patra_thekelver,"I'm an artist.
Just realised the meaning of life and to live it.
Hey twitter help me to find friends ☺️","Pune, India",59,10,56,0,Never thought a pack of cigarettes can be expensive. I would rather have two full plates of biriyani. Oh Man!!!! We… https://t.co/Vzogjqn0H7,[]
322,TotallyWickedUK,Suppliers of premium #vape e-cigarettes and #vaping e-liquid made in England. A wide range of choice and support for new and experienced #vapers.,"Blackburn, England.",246,15975,21086,1,"❤️             
Red Label        

👉 What's your favourite flavour from the range?

⭐ Click Link In The Bio ⭐… https://t.co/hXsWA2jL4A",[]
323,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"Rugby Nicotine Transdermal System Patch Steps 1, 2 &amp; 3 Read Description | eBay #rugby #Nicotine #TransdermalSystem… https://t.co/ckxndULOGJ","['rugby', 'Nicotine', 'TransdermalSystem', 'Patch']"
324,Kali_Marcum,Let's check out what's HOT on eBay this week!,Internet Mall,1818,1672,13710,1,"Rugby Nicotine Transdermal System Patch Steps 1, 2 &amp; 3 Read Description | eBay #rugby #Nicotine #TransdermalSystem… https://t.co/ckxndULOGJ","['rugby', 'Nicotine', 'TransdermalSystem']"
325,patresyaa_,rAwr,mnl,264,514,32379,0,Hilong hilo na ko sa ghost ha taena. #StopSmoking,['StopSmoking']
326,Pramodnonu,CEO & Founder - YAY Groups Pvt Ltd.,"Bengaluru, India",80,63,146,0,smoking is injurious to health and causes terrible diseases #nosmoking #quitsmoking quit the habit of smoking for h… https://t.co/hO5D4rGxeY,"['nosmoking', 'quitsmoking']"
327,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,🚨 Managers Special - This Week Only Now £35.00 - RRP £39.99 🚀Wismec R40 Pod kit🔞18+ #TotallyWicked #Vape #Vaping… https://t.co/PEak8DCitW,"['TotallyWicked', 'Vape', 'Vaping', 'Vapelife']"
328,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"🚨 Managers Special - This Week Only Now £24.99 - RRP £29.99
🚀 Eleaf iSOLO R 🔞 18+
#TotallyWicked #Vape #Vaping… https://t.co/Dl0MdBENgz","['TotallyWicked', 'Vape', 'Vaping', 'Vapelife']"
329,highfiveuphere,"💯 Join Free
💲 Get Paid
📈 Grow Your Twitter Following
👇👇👇 Details in the link below 👇👇👇",,428,183,1294,0,Top Struggles to Stop Smoking https://t.co/GjQrqPGT5N #healthyrrific #stopsmoking #quitsmoking,"['healthyrrific', 'stopsmoking', 'quitsmoking']"
330,ecigitesztek,"Active vaper who loves mods, RDAs and big clouds. Staring at muscle cars in his freetime and tries to satisfy his endless gadget obsession.","Budapest, Magyarország",97,2884,271918,0,"🚨 Managers Special - This Week Only Now £24.99 - RRP £29.99
🚀 Eleaf iSOLO R 🔞 18+
#TotallyWicked #Vape #Vaping… https://t.co/Dl0MdBENgz","['TotallyWicked', 'Vape', 'Vaping', 'Vapelife']"
331,ecigitesztek,"Active vaper who loves mods, RDAs and big clouds. Staring at muscle cars in his freetime and tries to satisfy his endless gadget obsession.","Budapest, Magyarország",97,2884,271918,0,🚨 Managers Special - This Week Only Now £35.00 - RRP £39.99 🚀Wismec R40 Pod kit🔞18+ #TotallyWicked #Vape #Vaping… https://t.co/PEak8DCitW,"['TotallyWicked', 'Vape', 'Vaping', 'Vapelife']"
332,NULVape_TW,"Totally Wicked - NULVape Ltd  Over 7 years experience in the market and the largest UK manufacturer and supplier of E-Cigs Inc. E-liquids in the UK.","Newcastle-under-Lyme, England",2,7,47,2,🚨 Managers Special - This Week Only Now £35.00 - RRP £39.99 🚀Wismec R40 Pod kit🔞18+ #TotallyWicked #Vape #Vaping… https://t.co/PEak8DCitW,"['TotallyWicked', 'Vape', 'Vaping']"
333,NULVape_TW,"Totally Wicked - NULVape Ltd  Over 7 years experience in the market and the largest UK manufacturer and supplier of E-Cigs Inc. E-liquids in the UK.","Newcastle-under-Lyme, England",2,7,47,2,"🚨 Managers Special - This Week Only Now £24.99 - RRP £29.99
🚀 Eleaf iSOLO R 🔞 18+
#TotallyWicked #Vape #Vaping… https://t.co/Dl0MdBENgz","['TotallyWicked', 'Vape', 'Vaping']"
